"id","sh_to.0","sh_to.1","sh_to.2","sh_to.3","sh_to.4","sh_from.0","sh_from.1","sh_from.2","sh_from.3","sh_from.4","deg_in_norm","deg_out_norm"
106,0,0,0,0,0,0,1,0,0,0,0.0113636363636364,0
107,0,0,0,0,0,0,1,0,0,0,0.00568181818181818,0
109,0,0,0,0,0,0,0,0,0,0,0,0
110,1,0,0,0,0,1,0,0,0,0,0.0170454545454545,0.0333333333333333
111,0,0,0,0,0,1,0,0,0,0,0.0681818181818182,0
112,0,0,0,0,0,0,0,1,0,0,0.00568181818181818,0
113,0,0,0,0,1,0,0,0,0,0,0,0.0666666666666667
115,0,0,0,0,0,0,0,0,0,0,0,0
116,0,1,0,0,0,0,0,0,0,0,0,0.0666666666666667
117,0,0,0,1,0,0,0,0,0,0,0,0.0333333333333333
118,1,0,0,0,0,0,0,0,0,0,0,0.1
119,0,0,0,0,0,0,0,0,0,0,0,0
120,0.333333333333333,0.666666666666667,0,0,0,0.666666666666667,0.333333333333333,0,0,0,0.0170454545454545,0.1
121,0.333333333333333,0.666666666666667,0,0,0,1,0,0,0,0,0.0227272727272727,0.1
122,1,0,0,0,0,0,0,0,0,0,0,0.0333333333333333
125,0.166666666666667,0,0,0.833333333333333,0,0,0,0,0,0,0,0.2
126,0,0,0,0,1,0,0,0,0,0,0,0.0333333333333333
127,0,1,0,0,0,0,0,0,0,0,0,0.0666666666666667
128,0,0,0,0,1,0,0,0,0,1,0.00568181818181818,0.0666666666666667
129,0,1,0,0,0,0,0,0,0,0,0,0.166666666666667
130,0,0,0,0,0,1,0,0,0,0,0.0113636363636364,0
131,0.5,0.5,0,0,0,0,0,0,0,0,0,0.0666666666666667
132,0,1,0,0,0,0,1,0,0,0,0.0170454545454545,0.266666666666667
138,0,0,0,0,1,0,0,0,0,0,0,0.0333333333333333
139,0,0,0,1,0,0,0,0,1,0,0.0170454545454545,0.0666666666666667
140,0,1,0,0,0,0,1,0,0,0,0.0113636363636364,0.166666666666667
141,0,1,0,0,0,0,1,0,0,0,0.0170454545454545,0.0333333333333333
142,1,0,0,0,0,0,0,0,0,0,0,0.0333333333333333
143,0,1,0,0,0,0,0,0,0,0,0,0.0666666666666667
145,0.6,0.4,0,0,0,0,0,0,0,0,0,0.166666666666667
146,0,1,0,0,0,0,0,0,0,0,0,0.0333333333333333
147,0,0,0,1,0,0,0,0,1,0,0.0340909090909091,0.0333333333333333
148,0,0,0,1,0,0,0,0,0,0,0,0.0666666666666667
151,0,1,0,0,0,0,1,0,0,0,0.0113636363636364,0.0333333333333333
152,1,0,0,0,0,0,0,0,0,0,0,0.166666666666667
154,0,0,0,0,0,0,0,0,0,0,0,0
155,0,1,0,0,0,0,1,0,0,0,0.00568181818181818,0.0666666666666667
156,0,1,0,0,0,0,0,0,0,0,0,0.166666666666667
160,0,0,0,1,0,0,0,0,1,0,0.00568181818181818,0.2
163,0,0,0,0,0,0,0,0,1,0,0.0170454545454545,0
164,0,1,0,0,0,0,1,0,0,0,0.00568181818181818,0.2
165,0,0,0,0,0,0,0,1,0,0,0.00568181818181818,0
166,1,0,0,0,0,0,0,0,0,0,0,0.0333333333333333
167,0,1,0,0,0,1,0,0,0,0,0.00568181818181818,0.0333333333333333
168,0,0,0,0,1,0,0,0,0,1,0.0170454545454545,0.0333333333333333
169,0,0,0,0,0,0.666666666666667,0,0,0,0.333333333333333,0.0170454545454545,0
170,0,1,0,0,0,0,0,0,0,0,0,0.0333333333333333
171,0,1,0,0,0,0,0,0,0,0,0,0.233333333333333
172,0,1,0,0,0,0,0,0,0,0,0,0.0333333333333333
173,0,0,0,1,0,0,0,0,0,0,0,0.0333333333333333
174,0,0,0,0,1,0,0,0,0,1,0.00568181818181818,0.0333333333333333
175,0,0,0,0,1,0,0,0,0,1,0.0113636363636364,0.1
177,0,0,0,1,0,0,0,0,1,0,0.00568181818181818,0.0333333333333333
179,0,1,0,0,0,0,1,0,0,0,0.0284090909090909,0.0333333333333333
180,0,1,0,0,0,0,0,0,0,0,0,0.0333333333333333
181,0,0,0,1,0,0.1,0,0,0.9,0,0.0568181818181818,0.0666666666666667
182,0,1,0,0,0,0.208333333333333,0.791666666666667,0,0,0,0.136363636363636,0.0333333333333333
183,0,1,0,0,0,0,1,0,0,0,0.0113636363636364,0.0666666666666667
184,0,0,0,0,1,0,0,0.5,0,0.5,0.0113636363636364,0.1
185,0,0,0,0,1,0,0,0,0,1,0.00568181818181818,0.0333333333333333
186,0,1,0,0,0,1,0,0,0,0,0.00568181818181818,0.266666666666667
190,0,0,1,0,0,1,0,0,0,0,0.00568181818181818,0.0333333333333333
191,1,0,0,0,0,0,0,0,0,0,0,0.0666666666666667
192,1,0,0,0,0,0,0,0,0,0,0,0.0666666666666667
193,0.333333333333333,0,0,0,0.666666666666667,0.666666666666667,0,0,0,0.333333333333333,0.0170454545454545,0.1
194,0.125,0,0,0.875,0,0,0,0,0,0,0,0.266666666666667
195,1,0,0,0,0,0,0,0,0,0,0,0.0333333333333333
196,0,1,0,0,0,0,1,0,0,0,0.0170454545454545,0.0333333333333333
197,0,0,0,0,1,0,0,0,0,0,0,0.0666666666666667
198,0,0,1,0,0,1,0,0,0,0,0.00568181818181818,0.0333333333333333
199,1,0,0,0,0,0,0,0,0,0,0,0.166666666666667
200,0,1,0,0,0,0,1,0,0,0,0.00568181818181818,0.1
201,0,0,0,0,0,0,0,0,0,1,0.0113636363636364,0
202,0.666666666666667,0.333333333333333,0,0,0,1,0,0,0,0,0.00568181818181818,0.1
203,0,0,1,0,0,0,0,0,0,0,0,0.0333333333333333
204,0,0,0,0,0,0,0,0,1,0,0.00568181818181818,0
205,0,1,0,0,0,0,1,0,0,0,0.00568181818181818,0.133333333333333
206,0,0,0,1,0,0,0,0,0,0,0,0.0333333333333333
208,0,1,0,0,0,0,1,0,0,0,0.0397727272727273,0.0666666666666667
210,0,0,0,0,0,0,0,0,0,0,0,0
211,0,0,0,1,0,0,0,0,0,0,0,0.233333333333333
212,0.5,0.5,0,0,0,0,0,0,0,0,0,0.0666666666666667
214,0,1,0,0,0,0,1,0,0,0,0.00568181818181818,0.1
215,0,0,0,0,0,0,0,0,0,0,0,0
216,0,0,1,0,0,0,0,0,0,0,0,0.0333333333333333
217,0,1,0,0,0,0,1,0,0,0,0.0113636363636364,0.133333333333333
218,0,1,0,0,0,1,0,0,0,0,0.0113636363636364,0.1
219,0,1,0,0,0,0,0,0,0,0,0,0.0666666666666667
221,0.6,0,0.4,0,0,0,0,0,0,0,0,0.166666666666667
222,0.125,0.875,0,0,0,0,0,0,0,0,0,0.266666666666667
223,0,0,0,0,0,0,0,0,0,1,0.00568181818181818,0
224,1,0,0,0,0,0.666666666666667,0,0,0,0.333333333333333,0.0170454545454545,0.0666666666666667
225,0,0,0,1,0,0,0,0,1,0,0.0113636363636364,0.166666666666667
226,0,0,0,0,1,0,0,0.5,0,0.5,0.0113636363636364,0.0666666666666667
227,0,1,0,0,0,0,0,0,0,0,0,0.166666666666667
228,0,1,0,0,0,0,1,0,0,0,0.00568181818181818,0.0333333333333333
230,0,1,0,0,0,0,0,0,0,0,0,0.1
231,0,1,0,0,0,0,0,0,0,0,0,0.0333333333333333
235,0,0,0,0,1,0,0,0,0,1,0.00568181818181818,0.0333333333333333
236,0,0,0,1,0,0,0,0,1,0,0.0681818181818182,0.0666666666666667
237,0,0,0,0,0,0,0,0,0,0,0,0
240,0,0,0,0,1,0,0,0,0,1,0.00568181818181818,0.0333333333333333
242,1,0,0,0,0,1,0,0,0,0,0.0170454545454545,0.1
243,0,0,0,0,0,0,1,0,0,0,0.00568181818181818,0
244,0,0,0,1,0,0,0,0,0,0,0,0.1
245,0,0,1,0,0,0,0,0,0,0,0,0.133333333333333
247,0,0,0,1,0,0,0,0,0,0,0,0.0333333333333333
249,0,0,0,0,0,0,0,0,0,0,0,0
251,0,1,0,0,0,0,0,0,0,0,0,0.133333333333333
252,0,0,0,0,0,0,0,0,0,0,0,0
254,0.5,0,0.5,0,0,0,0,0,0,0,0,0.0666666666666667
257,0,0,0,0,0,0,0,0,0,0,0,0
259,1,0,0,0,0,0,0,0,0,1,0.00568181818181818,0.0666666666666667
260,0,0,0,0,0,0,1,0,0,0,0.0113636363636364,0
261,0,1,0,0,0,0,1,0,0,0,0.00568181818181818,0.0333333333333333
265,1,0,0,0,0,0,0,0,0,0,0,0.1
268,1,0,0,0,0,0,0,0,0,0,0,0.0333333333333333
269,0,1,0,0,0,0,0,0,0,0,0,0.0333333333333333
270,0,0,0,1,0,0,0,0,1,0,0.00568181818181818,0.0333333333333333
271,0,0,0,1,0,0,0,0,1,0,0.00568181818181818,0.1
272,0.8,0,0.2,0,0,0.952380952380952,0,0.0476190476190476,0,0,0.119318181818182,0.166666666666667
274,0,0,0,0,1,0,0,0,0,0,0,0.0333333333333333
275,0,0.666666666666667,0.333333333333333,0,0,0.125,0.875,0,0,0,0.0909090909090909,0.1
276,0,0,0,0,0,0.25,0.75,0,0,0,0.0227272727272727,0
277,0,0,0,0,1,0,0,0,0,1,0.0113636363636364,0.0333333333333333
278,0,0,0,1,0,0,0,0,1,0,0.00568181818181818,0.0333333333333333
279,0,1,0,0,0,0,0,0,0,0,0,0.0666666666666667
280,0,1,0,0,0,0,1,0,0,0,0.00568181818181818,0.0666666666666667
282,0,0,0,1,0,0,0,0,1,0,0.00568181818181818,0.0333333333333333
283,1,0,0,0,0,0,0,0,0,0,0,0.0666666666666667
284,0,0,0,1,0,0,0,0,0,0,0,0.0333333333333333
286,0,0,0,0,1,0,0,0,0,0,0,0.0666666666666667
288,0,1,0,0,0,0,0,0,0,0,0,0.133333333333333
289,1,0,0,0,0,1,0,0,0,0,0.00568181818181818,0.0666666666666667
291,0,1,0,0,0,0.5,0.5,0,0,0,0.0113636363636364,0.133333333333333
293,0,0,0,1,0,0,0,0,1,0,0.00568181818181818,0.0333333333333333
294,0,0,1,0,0,0,0,0,0,0,0,0.0333333333333333
295,0,0,0,1,0,0,0,0,1,0,0.00568181818181818,0.0666666666666667
296,0,1,0,0,0,0,0,0,0,0,0,0.1
297,0,1,0,0,0,0,0,0,0,0,0,0.0333333333333333
298,1,0,0,0,0,0,0,0,0,0,0,0.1
299,0,0,0,1,0,0,0,0,0,0,0,0.0333333333333333
300,1,0,0,0,0,1,0,0,0,0,0.00568181818181818,0.266666666666667
302,0,0,0,0,1,0,0,0,0,0,0,0.0666666666666667
303,0,0,0,0,0,1,0,0,0,0,0.00568181818181818,0
304,1,0,0,0,0,0,0,0,0,0,0,0.0333333333333333
305,0,0,0,0,1,0,0,0,0,0,0,0.0666666666666667
308,0,0,0,0,0,0,0,0,0,0,0,0
309,0,1,0,0,0,0,0,0,0,0,0,0.2
313,0,0,0,0,0,0,0,0,1,0,0.0113636363636364,0
315,0,0,0,1,0,0,0,0,1,0,0.00568181818181818,0.0333333333333333
316,0,0,0,0,0,0,1,0,0,0,0.00568181818181818,0
318,0,0,0,0,0,0,0,0,0,0,0,0
319,0,0,0,1,0,0,0,0,0,0,0,0.0333333333333333
320,0,1,0,0,0,0,0,0,0,0,0,0.0333333333333333
321,0,1,0,0,0,0,1,0,0,0,0.0170454545454545,0.2
322,0,0,0,0,1,0,0,0,0,0,0,0.0333333333333333
323,0,0.5,0.5,0,0,0,0,0,0,0,0,0.0666666666666667
324,0.25,0.75,0,0,0,0,1,0,0,0,0.00568181818181818,0.133333333333333
325,1,0,0,0,0,0,0,0,0,0,0,0.0333333333333333
327,0,0,0,0,0,0,0.9,0,0.1,0,0.0568181818181818,0
328,1,0,0,0,0,0,0,0,0,0,0,0.0666666666666667
332,0,1,0,0,0,0,1,0,0,0,0.00568181818181818,0.0333333333333333
333,1,0,0,0,0,0,0,0,0,1,0.0113636363636364,0.0333333333333333
334,0,1,0,0,0,0,1,0,0,0,0.00568181818181818,0.0666666666666667
336,0,0,0,1,0,0,0,0,0,0,0,0.0333333333333333
337,1,0,0,0,0,0,0,0,0,0,0,0.0333333333333333
338,0,1,0,0,0,0,0,0,0,0,0,0.0666666666666667
339,0,0,0,0,0,0,0,0,0,0,0,0
340,0,0,0,0,1,0,0,0,0,0,0,0.0333333333333333
342,0.333333333333333,0.666666666666667,0,0,0,1,0,0,0,0,0.0170454545454545,0.1
343,0,0,0,0,1,0.5,0,0,0,0.5,0.0113636363636364,0.0333333333333333
344,0,1,0,0,0,0,0,0,0,0,0,0.0333333333333333
345,0,1,0,0,0,0,0,0,0,0,0,0.2
346,0,1,0,0,0,0,0,0,0,0,0,0.233333333333333
347,0.5,0,0,0,0.5,0,0,0,0,0,0,0.0666666666666667
348,0,1,0,0,0,0,1,0,0,0,0.00568181818181818,0.0666666666666667
349,1,0,0,0,0,0,0,0,0,0,0,0.0666666666666667
351,0,0,0,1,0,0,0,0,0,0,0,0.1
352,0,0,0,1,0,0,0,0,0,0,0,0.1
354,0,1,0,0,0,0,0,0,0,0,0,0.0333333333333333
356,0,1,0,0,0,1,0,0,0,0,0.00568181818181818,0.0666666666666667
357,0.8,0.2,0,0,0,1,0,0,0,0,0.00568181818181818,0.166666666666667
358,0,0,0,0,0,0,0,0,0,0,0,0
360,0,0,0,1,0,0,0,0,0,0,0,0.0333333333333333
362,1,0,0,0,0,1,0,0,0,0,0.0170454545454545,0.166666666666667
363,0,1,0,0,0,0,0,0,0,0,0,0.0666666666666667
364,1,0,0,0,0,0,1,0,0,0,0.0113636363636364,0.0333333333333333
365,0,1,0,0,0,0.285714285714286,0.571428571428571,0.142857142857143,0,0,0.0397727272727273,0.0666666666666667
366,0,1,0,0,0,0,1,0,0,0,0.0113636363636364,0.0333333333333333
367,0,0,0,0,1,0,0,0,0,1,0.00568181818181818,0.0333333333333333
368,0,0,0,1,0,0,0,0,1,0,0.0170454545454545,0.0333333333333333
370,0,0,0,0,0,0.222222222222222,0,0,0,0.777777777777778,0.0511363636363636,0
375,0,0,0,1,0,0,0,0,1,0,0.0113636363636364,0.0333333333333333
376,0,0,0,0,1,0,0,0,0,0,0,0.0333333333333333
377,0.333333333333333,0,0,0,0.666666666666667,0,0,0,0,1,0.00568181818181818,0.1
378,0,0,0,1,0,0,0,0,0,0,0,0.0333333333333333
379,0,0,0,1,0,0,0,0,1,0,0.00568181818181818,0.0666666666666667
380,0,0,1,0,0,0,0,0,0,0,0,0.0333333333333333
381,1,0,0,0,0,1,0,0,0,0,0.00568181818181818,0.0333333333333333
382,1,0,0,0,0,0,0,0,0,0,0,0.0333333333333333
384,0,0,0,1,0,0,0,0,1,0,0.00568181818181818,0.0333333333333333
385,0,0,0,1,0,0,0,0,1,0,0.00568181818181818,0.0333333333333333
388,0,0,0,0,0,0,0,0,1,0,0.00568181818181818,0
392,0,0,0,0,1,0,0,0,0,1,0.00568181818181818,0.1
394,0,0,0,0,1,0,0,0,0,1,0.0170454545454545,0.1
396,0,0,0,1,0,0,0,0,1,0,0.0113636363636364,0.266666666666667
397,0,0,0,0,1,0,0,0,0,0,0,0.0666666666666667
398,0,1,0,0,0,0,0,0,0,0,0,0.0666666666666667
399,1,0,0,0,0,0,0,0,0,0,0,0.0333333333333333
400,0,1,0,0,0,0,0,1,0,0,0.00568181818181818,0.0333333333333333
401,0,0,0,0,0,0,0,0,0,0,0,0
402,0,1,0,0,0,0,0,0,0,0,0,0.0333333333333333
404,0,1,0,0,0,0,0,0,0,0,0,0.0666666666666667
405,0,0,0,0,1,0,0,0,0,0,0,0.0333333333333333
407,0,0,0,0,0,0,0,0,0,0,0,0
408,1,0,0,0,0,1,0,0,0,0,0.0113636363636364,0.166666666666667
409,0,0,0,1,0,0,0,0,1,0,0.0454545454545455,0.166666666666667
410,0,1,0,0,0,0,0,0,0,0,0,0.0333333333333333
411,1,0,0,0,0,0,0,0,0,0,0,0.0333333333333333
412,1,0,0,0,0,1,0,0,0,0,0.0113636363636364,0.0333333333333333
413,0.333333333333333,0.666666666666667,0,0,0,0,0,0,0,0,0,0.1
414,0,0,0,0,1,0,0,0,0,0,0,0.0666666666666667
415,0,1,0,0,0,0,1,0,0,0,0.00568181818181818,0.0333333333333333
417,0,0,1,0,0,0,0,0,0,0,0,0.0333333333333333
419,0,1,0,0,0,0,0,0,0,0,0,0.0333333333333333
420,0,0,0,0,1,0,0,0,0,0,0,0.0333333333333333
422,0,0,0,0,0,0,0,0,0,0,0,0
423,0,0,0,0,0,1,0,0,0,0,0.0170454545454545,0
424,0,0,0,1,0,0,0,0,0,0,0,0.0666666666666667
425,1,0,0,0,0,0,0,0,0,0,0,0.0333333333333333
426,0,1,0,0,0,0,1,0,0,0,0.00568181818181818,0.1
428,0.8,0,0,0,0.2,1,0,0,0,0,0.0113636363636364,0.166666666666667
429,0.5,0.5,0,0,0,0,0,0,0,0,0,0.0666666666666667
432,1,0,0,0,0,0,0,0,0,0,0,0.0333333333333333
433,0,0,0,0,0,1,0,0,0,0,0.00568181818181818,0
435,0.5,0,0.25,0,0.25,1,0,0,0,0,0.0227272727272727,0.133333333333333
436,0,0,0,0,0,0,0,0,0,1,0.0113636363636364,0
437,0,0,0,1,0,0,0,0,1,0,0.00568181818181818,0.0666666666666667
438,0,0,0,0,0,0,0,0,0,0,0,0
441,0,0,0,0,0,0,0,0,0,0,0,0
442,0,0,1,0,0,0,0,0,0,0,0,0.0333333333333333
443,0,0,0,0,0,0,0,0,0,0,0,0
445,0,0,0,1,0,0,0,0,1,0,0.00568181818181818,0.0666666666666667
446,1,0,0,0,0,0.5,0,0,0,0.5,0.0113636363636364,0.1
447,1,0,0,0,0,1,0,0,0,0,0.00568181818181818,0.0333333333333333
448,0,0,0,1,0,0,0,0,0,0,0,0.0333333333333333
450,1,0,0,0,0,0,0,0,0,0,0,0.0333333333333333
451,0,1,0,0,0,0.111111111111111,0.888888888888889,0,0,0,0.0511363636363636,0.0666666666666667
452,0,1,0,0,0,0,0,0,0,0,0,0.166666666666667
453,1,0,0,0,0,0,0,0,0,0,0,0.0333333333333333
455,0,0,0,0,0,0,0,0,0,1,0.00568181818181818,0
456,0,0,0,0,1,0.666666666666667,0,0,0,0.333333333333333,0.0170454545454545,0.0333333333333333
457,0,0,0,0,0,0,0,0,0,0,0,0
460,0,0,0,1,0,0,0,0,0,0,0,0.0666666666666667
462,0,0,0,0,0,0,0,0,0,1,0.0170454545454545,0
463,0.5,0.5,0,0,0,0.2,0.8,0,0,0,0.0284090909090909,0.0666666666666667
465,0,1,0,0,0,0,0,0,0,0,0,0.1
466,0,1,0,0,0,0,0,0,0,0,0,0.0666666666666667
467,0,0,0,1,0,0,0,0,0,0,0,0.2
468,0,1,0,0,0,0.0517241379310345,0.948275862068966,0,0,0,0.329545454545455,0.0333333333333333
471,0,1,0,0,0,0,0,0,1,0,0.00568181818181818,0.0333333333333333
473,0,1,0,0,0,0,0,0,0,0,0,0.233333333333333
474,0,1,0,0,0,0,0,0,0,0,0,0.0333333333333333
476,0,0,0,0,1,0,0,0,0,0,0,0.0666666666666667
478,0,0,0,1,0,0,0,0,0,0,0,0.0333333333333333
479,0,1,0,0,0,0.5,0.5,0,0,0,0.0113636363636364,0.1
480,0,0,0,1,0,0,0,0,0,0,0,0.0333333333333333
481,0,1,0,0,0,0,0,0,0,0,0,0.0666666666666667
482,0,1,0,0,0,0.0833333333333333,0.916666666666667,0,0,0,0.0681818181818182,0.0333333333333333
484,0.333333333333333,0.666666666666667,0,0,0,0,0,0,0,0,0,0.1
485,0,0,0,1,0,0,0,0,0,0,0,0.0333333333333333
486,1,0,0,0,0,1,0,0,0,0,0.00568181818181818,0.0666666666666667
487,0,0,0,0,0,0,0,0,0,0,0,0
488,0,0,1,0,0,0,0,0,0,0,0,0.0666666666666667
491,0,0,0,0,1,0,0,0,0,1,0.0113636363636364,0.0333333333333333
492,0,0,0,0,0,1,0,0,0,0,0.00568181818181818,0
493,0,0,0,0,0,0,0,0,0,0,0,0
494,0,0,0,0,1,0,0,0,0,1,0.0284090909090909,0.1
496,1,0,0,0,0,0,0,0,0,0,0,0.0666666666666667
497,0,1,0,0,0,0.1,0.9,0,0,0,0.0568181818181818,0.0666666666666667
498,0,0,0,0,1,0,0,0,0,0,0,0.0333333333333333
499,0,0,0,1,0,0,0,0,0,0,0,0.1
501,0,0.5,0,0,0.5,0,0,0,0,0,0,0.0666666666666667
502,0,0,1,0,0,0,0,0,0,0,0,0.0333333333333333
503,0,0,0,1,0,0,0,0,1,0,0.00568181818181818,0.0666666666666667
504,1,0,0,0,0,0,0,0,0,0,0,0.0333333333333333
506,0,1,0,0,0,0,1,0,0,0,0.00568181818181818,0.0666666666666667
507,0,1,0,0,0,0.5,0.5,0,0,0,0.0227272727272727,0.133333333333333
508,0,1,0,0,0,0.0833333333333333,0.916666666666667,0,0,0,0.0681818181818182,0.1
509,0,1,0,0,0,0.333333333333333,0.666666666666667,0,0,0,0.0170454545454545,0.233333333333333
510,0,0,0,0,0,0,1,0,0,0,0.00568181818181818,0
511,0,0,0,0,0,0,0,0,0,0,0,0
512,0,1,0,0,0,0.210526315789474,0.789473684210526,0,0,0,0.107954545454545,0.0333333333333333
513,0.5,0.5,0,0,0,1,0,0,0,0,0.0113636363636364,0.0666666666666667
514,0.666666666666667,0.333333333333333,0,0,0,0,0,0,0,0,0,0.1
515,0,1,0,0,0,0,0.666666666666667,0,0.333333333333333,0,0.0170454545454545,0.1
516,0,0,0,1,0,0,0,0,1,0,0.00568181818181818,0.1
518,1,0,0,0,0,0,0,0,0,0,0,0.0333333333333333
519,0,1,0,0,0,0,0,0,0,0,0,0.1
520,0,1,0,0,0,0,0,0,0,0,0,0.0333333333333333
522,0,1,0,0,0,0.222222222222222,0.777777777777778,0,0,0,0.0511363636363636,0.1
523,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0.714285714285714,0,0,0,0.285714285714286,0.0397727272727273,0.1
524,0,1,0,0,0,0,1,0,0,0,0.00568181818181818,0.0333333333333333
527,0,0,0,0,1,0,0,0,0,0,0,0.0333333333333333
528,0,0,0,0,1,0,0,0,0,1,0.0170454545454545,0.0333333333333333
529,0,0,0,0,0,0,0,0,0,0,0,0
530,0,1,0,0,0,0,1,0,0,0,0.00568181818181818,0.1
532,0,0,0,0,0,0,0,0,0,0,0,0
533,0.25,0.75,0,0,0,0,0,0,0,0,0,0.133333333333333
534,0,1,0,0,0,0,1,0,0,0,0.0227272727272727,0.366666666666667
536,0,0,0,0,1,0,0,0,0,0,0,0.0333333333333333
